"ResponseId","HHCODE","PERCODE","NAME","AGE","AGE2","AGE3","RACE_1","RACE_2","RACE_3","RACE_4","RACE_5","RACE_6","RACE_7","RACE_7_TEXT","RACE_8","RACE1","GEND","GEND2","GEND_TEXT","EDUC","EDUC2","EDUC3","STUDENT","STUDENT2","SCHOOL_NAME","SCHOOL_STREET","SCHOOL_CITY","SMODE_1","SMODE_2","SMODE_3","SMODE_4","SMODE_5","SMODE_6","SMODE_7","SMODE_8","SMODE_8_TEXT","SMODE_9","SMODE_WABI","SMODE_AUTO","SMODE_TRAN","SMODE_HOME","SMODE_WABITRAN","SMODE1","WORKER","WDAYS_COMMUTE","WDAYS_COMMUTE2","WDAYS_HOME","WDAYS_HOME2","WHOURS","WHOURS2","WFLEX","WFLEX2","WFLEX3","WORK_NAME","WORK_STREET","WORK_CITY","WMODE_1","WMODE_2","WMODE_3","WMODE_4","WMODE_5","WMODE_6","WMODE_7","WMODE_7_TEXT","WMODE_8","WMODE_WABI","WMODE_AUTO","WMODE_TRAN","WMODE_HOME","WMODE_WABITRAN","WMODE1","DRVLIC","KNOW_BIKE","KNOW_BIKE2","KNOW_AUTO","KNOW_AUTO2","KNOW_TRAN","KNOW_TRAN2","LIMIT_1","LIMIT_2","LIMIT_3","LIMIT_4","LIMIT_5","LIMIT_6","LIMIT_7","LIMIT_8","LIMIT_9","LIMIT_10","LIMIT1","MORE","WORK_LAT","WORK_LNG","WORK_ADD","WORK_PID","WORK_GEOID","WORK_APPROX","SCHOOL_LAT","SCHOOL_LNG","SCHOOL_ADD","SCHOOL_PID","SCHOOL_GEOID","SCHOOL_APPROX"
"R_2xQ2rUtv5W6xYHp",1006,1,"","20 to 24 years","18 to 24 years","18 to 34 years",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE,"White-alone","Male","Male","","Some college, no degree ","Some college/Associate","Less than bachelor","Yes, full-time","Yes","","","",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"Multimodal","Yes",3,"0 to 4",NA,NA,30,"20 to 39","Somewhat flexible","Flexible","Neither/Flexible","","","",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Auto only","Yes","Yes","Yes","Yes","Yes","Yes","Yes",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"No","Yes",NA,NA,"","","490050002023",FALSE,NA,NA,"","","490050007022",FALSE
"R_2xQ2rUtv5W6xYHp",1006,2,"","20 to 24 years","18 to 24 years","18 to 34 years",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE,"White-alone","Female","Female","","Associate degree (e.g. AA, AS) ","Some college/Associate","Less than bachelor","Yes, full-time","Yes","","","",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Auto only","Yes",3,"0 to 4",NA,NA,15,"1 to 19","Neither flexible nor inflexible","Neither/Inflexible","Neither/Flexible","","","",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Auto only","Yes","Yes","Yes","Yes","Yes","Yes","Yes",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"No","No",NA,NA,"","","490050007012",FALSE,NA,NA,"","","490050007022",FALSE
"R_DpzUHy4QMLbNo77",1007,1,"","45 to 54 years","45 to 54 years","35 to 54 years",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE,"White-alone","Female","Female","","Bachelor's degree (e.g. BA, BS) ","Bachelor degree","Bachelor or higher","No","No","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Yes",5,"5",0,"No",40,"40","Somewhat flexible","Flexible","Neither/Flexible","","","",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Auto only","Yes","Yes","Yes","Yes","Yes","Yes","Yes",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"No","No",NA,NA,"","","490050001012",FALSE,NA,NA,"","",NA,NA
"R_1MTdDARmpVYh870",1008,1,"","35 to 44 years","35 to 44 years","35 to 54 years",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE,"White-alone","Female","Female","","Bachelor's degree (e.g. BA, BS) ","Bachelor degree","Bachelor or higher","No","No","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Yes",5,"5",NA,NA,40,"40","Somewhat flexible","Flexible","Neither/Flexible","","","",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"Walk/Bike/Bus","No","Not well","Not well/No","Yes","Yes","Yes","Yes",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Yes","Yes",NA,NA,"","","490050007022",FALSE,NA,NA,"","",NA,NA
"R_1MTdDARmpVYh870",1008,2,"","65 to 74 years","65 years and over","55 years and over",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE,"White-alone","Female","Female","","Some college, no degree ","Some college/Associate","Less than bachelor","No","No","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"No","Yes","Yes","Yes","Yes","Yes","Yes",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"Yes","Yes",NA,NA,"","",NA,NA,NA,NA,"","",NA,NA
"R_1MTdDARmpVYh870",1008,3,"","45 to 54 years","45 to 54 years","35 to 54 years",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE,"White-alone","Female","Female","","Some college, no degree ","Some college/Associate","Less than bachelor","No","No","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Yes","No",NA,NA,"","",NA,NA,NA,NA,"","",NA,NA
"R_2SCTUZmfRxhkn0O",1009,1,"","25 to 34 years","25 to 34 years","18 to 34 years",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE,"White-alone","Male","Male","","Some college, no degree ","Some college/Associate","Less than bachelor","Yes, full-time","Yes","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"No travel","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"No","Yes",NA,NA,"","",NA,NA,NA,NA,"","","490050011012",FALSE
"R_2SCTUZmfRxhkn0O",1009,2,"","25 to 34 years","25 to 34 years","18 to 34 years",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE,"White-alone","Female","Female","","Some college, no degree ","Some college/Associate","Less than bachelor","No","No","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Yes",5,"5",0,"No",35,"20 to 39","Somewhat flexible","Flexible","Neither/Flexible","","","",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Auto only","Yes","Yes","Yes","Yes","Yes","Yes","Yes",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"No","No",NA,NA,"","","490050005012",TRUE,NA,NA,"","",NA,NA
"R_1Rnexe9wLVdtEtP",1010,1,"","45 to 54 years","45 to 54 years","35 to 54 years",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE,"White-alone","Female","Female","","Doctorate degree (e.g. PhD, EdD)","Higher than bachelor","Bachelor or higher","No","No","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Yes",4,"0 to 4",2,"Yes",45,"41 or more","Somewhat flexible","Flexible","Neither/Flexible","","","",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"Multimodal","Yes","Yes","Yes","Yes","Yes","Yes","Yes",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"No","Yes",NA,NA,"","","490050007022",FALSE,NA,NA,"","",NA,NA
"R_1Rnexe9wLVdtEtP",1010,2,"","45 to 54 years","45 to 54 years","35 to 54 years",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE,"White-alone","Male","Male","","Professional degree beyond a bachelor's degree (e.g. MD, DDS, DVM, LLB, JD)","Higher than bachelor","Bachelor or higher","No","No","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Yes",4,"0 to 4",2,"Yes",40,"40","Somewhat flexible","Flexible","Neither/Flexible","","","",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Auto only","Yes","Not well","Not well/No","Yes","Yes","Not well","Not well/No",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Yes","No",NA,NA,"","","490050007022",FALSE,NA,NA,"","",NA,NA
"R_1mk0LyTdYL35MJm",1011,1,"","20 to 24 years","18 to 24 years","18 to 34 years",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE,"White-alone","Male","Male","","Associate degree (e.g. AA, AS) ","Some college/Associate","Less than bachelor","No","No","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Yes",5,"5",0,"No",40,"40","Somewhat flexible","Flexible","Neither/Flexible","","","",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Auto only","Yes","Yes","Yes","Yes","Yes","Yes","Yes",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"No","No",NA,NA,"","","490050011013",FALSE,NA,NA,"","",NA,NA
"R_1HjDnei5NlHOur9",1012,1,"","65 to 74 years","65 years and over","55 years and over",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE,"White-alone","Female","Female","","Master's degree (e.g. MA, MS, MEng, MEd, MSW, MBA)","Higher than bachelor","Bachelor or higher","No","No","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Yes",1,"0 to 4",NA,NA,4,"1 to 19","Somewhat inflexible","Neither/Inflexible","Inflexible","","","",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Auto only","Yes","Yes","Yes","Yes","Yes","Yes","Yes",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"No","No",NA,NA,"","","490050005021",FALSE,NA,NA,"","",NA,NA
"R_1LwJTAau9xPVmkf",1013,1,"","25 to 34 years","25 to 34 years","18 to 34 years",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE,"White-alone","Female","Female","","Bachelor's degree (e.g. BA, BS) ","Bachelor degree","Bachelor or higher","Yes, full-time","Yes","","","",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Auto only","Yes",4,"0 to 4",3,"Yes",35,"20 to 39","Somewhat flexible","Flexible","Neither/Flexible","","","",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Auto only","Yes","Yes","Yes","Yes","Yes","Yes","Yes",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"No","No",NA,NA,"","","490050007022",FALSE,NA,NA,"","","490050007022",FALSE
"R_24pElhELjTDGjW0",1014,1,"","20 to 24 years","18 to 24 years","18 to 34 years",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE,"White-alone","Female","Female","","Associate degree (e.g. AA, AS) ","Some college/Associate","Less than bachelor","Yes, full-time","Yes","","","",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"Multimodal","Yes",3,"0 to 4",0,"No",22,"20 to 39","Somewhat inflexible","Neither/Inflexible","Inflexible","","","",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Auto only","Yes","Yes","Yes","Yes","Yes",NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"No","No",NA,NA,"","","490050005022",FALSE,NA,NA,"","","490050007022",FALSE
"R_6uvUyCxqbAROqgp",1015,1,"","18 to 19 years","18 to 24 years","18 to 34 years",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE,"White-alone","Female","Female","","Some college, no degree ","Some college/Associate","Less than bachelor","Yes, full-time","Yes","","","",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"Multimodal","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Yes","Yes","Yes","Yes","Yes","Not well","Not well/No",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"No","Yes",NA,NA,"","",NA,NA,NA,NA,"","","490050007022",FALSE
"R_6uvUyCxqbAROqgp",1015,2,"","20 to 24 years","18 to 24 years","18 to 34 years",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE,"White-alone","Male","Male","","Associate degree (e.g. AA, AS) ","Some college/Associate","Less than bachelor","Yes, full-time","Yes","","","",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"Multimodal","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"No","No",NA,NA,"","",NA,NA,NA,NA,"","","490050007022",FALSE
